datetime,timestamp,open,high,low,close
2016-08-19 00:00:00,1471564800,10131.4800,10738.3700,10056.8800,10486.1000
2016-08-22 00:00:00,1471824000,11095.8500,11303.9000,10731.7300,11263.2900
2016-08-23 00:00:00,1471910400,11266.1600,12108.5700,11062.8200,12069.5700
2016-08-24 00:00:00,1471996800,12068.6300,12591.8200,11634.8700,12474.1400
2016-08-25 00:00:00,1472083200,12473.9900,13430.7800,12213.3100,13388.7100
2016-08-26 00:00:00,1472169600,13385.3800,13777.2200,13165.4600,13520.0000
2016-08-29 00:00:00,1472428800,14005.4600,14023.6000,13479.1800,13589.7500
2016-08-30 00:00:00,1472515200,13590.3400,13604.2600,12501.5600,12546.6700
2016-08-31 00:00:00,1472601600,12546.8700,13048.8000,12444.8800,12733.9500
2016-09-01 00:00:00,1472688000,12733.5100,13403.0400,12550.5900,13342.5200
2016-09-02 00:00:00,1472774400,13345.7200,14071.8600,13218.4400,13417.9900
2016-09-03 00:00:00,1472860800,13417.5800,14074.7500,13374.5900,13831.9500
2016-09-04 00:00:00,1472947200,13830.5200,15190.1900,13685.3000,15089.5100
2016-09-05 00:00:00,1473033600,15091.9900,15189.5700,14190.5400,14821.5600
2016-09-06 00:00:00,1473120000,14822.1400,15099.3700,14484.3100,14953.1100
2016-09-07 00:00:00,1473206400,14954.0800,15819.6900,14587.3200,15514.8600
2016-09-08 00:00:00,1473292800,15512.9700,16078.7900,15488.8300,15614.4900
2016-09-09 00:00:00,1473379200,15618.1900,16503.3200,15230.6700,16224.6200
2016-09-10 00:00:00,1473465600,16222.4900,16743.4000,15946.3900,15962.7100
2016-09-11 00:00:00,1473552000,15967.5800,16364.5100,15551.3800,16009.4300
2016-09-12 00:00:00,1473638400,16009.0300,16390.2700,15338.4800,15407.5300
2016-09-13 00:00:00,1473724800,15400.2700,15469.0700,14865.0400,15031.7400
2016-09-14 00:00:00,1473811200,14875.3500,15401.6000,14575.4500,15339.1400
2016-09-15 00:00:00,1473897600,15337.6100,15434.4000,14694.0400,14923.3400
2016-09-16 00:00:00,1473984000,14920.0100,14965.4800,13874.0800,14174.9900
2016-09-17 00:00:00,1474070400,14171.8200,14589.7400,13654.1900,13960.8000
2016-09-18 00:00:00,1474156800,13958.7300,14762.3400,13539.9200,14734.7200
2016-09-19 00:00:00,1474243200,14735.6000,15821.7300,14727.5500,15512.5900
2016-09-20 00:00:00,1474329600,15514.2100,16448.1800,15415.7300,16250.7600
2016-09-21 00:00:00,1474416000,16257.0200,16487.5800,15405.2800,15772.6200
2016-09-22 00:00:00,1474502400,15775.2900,16226.3700,15317.2700,15454.1400
2016-09-23 00:00:00,1474588800,15453.1400,16719.7400,15308.2800,16091.5100
2016-09-24 00:00:00,1474675200,16084.9800,16540.4600,15400.7500,15871.2400
2016-09-25 00:00:00,1474761600,15870.4200,15870.4200,14940.3400,15208.7500
2016-09-26 00:00:00,1474848000,15213.9800,15749.0000,14465.9300,15250.8200
2016-09-27 00:00:00,1474934400,15249.8200,15395.8200,13734.1500,14109.9100
2016-09-28 00:00:00,1475020800,14110.5200,14587.8000,13858.6300,14269.9800
2016-09-29 00:00:00,1475107200,14268.0400,14484.5200,13676.5700,13805.9800
2016-09-30 00:00:00,1475193600,13805.2500,14686.5000,13567.2100,14351.0700
2016-10-01 00:00:00,1475280000,14356.0800,14980.8400,14172.0700,14939.8800
2016-10-02 00:00:00,1475366400,14939.5500,15519.6600,14377.3700,14439.5300
2016-10-03 00:00:00,1475452800,14441.8000,14673.7200,13940.0000,14420.9700
2016-10-04 00:00:00,1475539200,14422.3800,14424.4500,13791.7000,14093.1400
2016-10-05 00:00:00,1475625600,14096.8700,15498.8800,14085.1700,15338.7700
2016-10-06 00:00:00,1475712000,15339.8400,15927.8900,14761.1100,15694.6200
2016-10-07 00:00:00,1475798400,15691.1200,16341.6000,15590.1600,15954.5600
2016-10-08 00:00:00,1475884800,15953.9800,16715.2700,15594.3500,16313.1400
2016-10-09 00:00:00,1475971200,16310.5100,17078.3800,15953.5500,16080.5800
2016-10-10 00:00:00,1476057600,16075.7300,17008.5500,15879.7700,16601.1800
2016-10-11 00:00:00,1476144000,16598.7100,17193.8500,16320.6300,17102.8900
2016-10-12 00:00:00,1476230400,17099.9900,17336.2700,15330.0400,15532.1500
2016-10-13 00:00:00,1476316800,15530.6000,15739.8900,15184.7600,15485.0400
2016-10-14 00:00:00,1476403200,15486.0500,16424.3700,15241.3500,16389.8700
2016-10-15 00:00:00,1476489600,16393.9900,16567.0100,15962.1200,16460.4300
2016-10-16 00:00:00,1476576000,16456.0800,16458.7600,15807.4200,16320.7500
2016-10-17 00:00:00,1476662400,16320.6000,16510.9500,15584.8100,16232.0300
2016-10-18 00:00:00,1476748800,16232.9000,16383.9200,15547.6400,15657.5500
2016-10-19 00:00:00,1476835200,15659.3800,15841.1700,15060.0700,15519.6500
2016-10-20 00:00:00,1476921600,15515.4300,15857.8200,15304.7200,15682.2500
2016-10-21 00:00:00,1477008000,15689.5800,16249.3900,15457.8000,16043.4000
2016-10-22 00:00:00,1477094400,16045.9000,16276.3400,15456.9600,16038.2700
2016-10-23 00:00:00,1477180800,16042.9800,16733.6300,16034.5600,16390.8000
2016-10-24 00:00:00,1477267200,16392.7900,16775.7800,15309.6100,15316.6300
2016-10-25 00:00:00,1477353600,15314.5900,15928.1300,14991.1100,15740.8400
2016-10-26 00:00:00,1477440000,15740.2300,16827.5600,15477.6700,16718.1700
2016-10-27 00:00:00,1477526400,16720.3700,17216.4700,16517.9100,16855.5600
2016-10-28 00:00:00,1477612800,16856.3700,18329.2100,16696.9400,17987.6800
2016-10-29 00:00:00,1477699200,17985.5500,18314.3500,17500.1300,18187.7000
2016-10-30 00:00:00,1477785600,18191.0600,19347.8600,17765.0900,19026.3400
2016-10-31 00:00:00,1477872000,19020.6500,20279.7200,18994.1900,19974.4900
2016-11-01 00:00:00,1477958400,19972.1800,20554.3500,19253.2000,20388.4700
2016-11-02 00:00:00,1478044800,20381.7200,21057.4500,19754.8700,20161.2800
2016-11-03 00:00:00,1478131200,20159.9300,20639.3300,19638.2600,19738.8600
2016-11-04 00:00:00,1478217600,19742.9700,19789.2500,18692.7600,18750.8900
2016-11-05 00:00:00,1478304000,18742.5200,19189.1100,18275.6800,18939.5200
2016-11-06 00:00:00,1478390400,18937.9400,19873.2100,18554.7100,19535.7900
2016-11-07 00:00:00,1478476800,19537.5000,20116.2800,18885.7800,20029.6000
2016-11-08 00:00:00,1478563200,20031.1000,20189.9800,18769.9900,19014.7700
2016-11-09 00:00:00,1478649600,19018.3100,19777.5900,18126.0400,18217.9100
2016-11-10 00:00:00,1478736000,18216.2900,19499.3400,18106.4000,19265.6700
2016-11-11 00:00:00,1478822400,19260.3400,20048.9900,18967.7900,18968.2000
2016-11-12 00:00:00,1478908800,18973.6900,19900.9100,18877.6100,19133.1500
2016-11-13 00:00:00,1478995200,19140.6600,19185.1300,18172.7500,19020.5000
2016-11-14 00:00:00,1479081600,19017.4000,19397.2600,18141.6000,19059.5000
2016-11-15 00:00:00,1479168000,19059.5200,19441.3500,18514.1000,18996.4400
2016-11-16 00:00:00,1479254400,18997.7100,19155.0100,17731.0700,18298.2100
2016-11-17 00:00:00,1479340800,18299.0800,18807.8400,17799.8400,18024.0300
2016-11-18 00:00:00,1479427200,18029.3900,18160.7300,17236.9600,17304.6700
2016-11-19 00:00:00,1479513600,17305.3300,17751.9300,16863.0000,17482.8400
2016-11-20 00:00:00,1479600000,17484.1700,17552.3100,16020.1000,16037.0100
2016-11-21 00:00:00,1479686400,16041.0900,17071.3500,15969.7400,17070.2400
2016-11-22 00:00:00,1479772800,17076.0600,18128.5400,17015.6600,17704.9000
2016-11-23 00:00:00,1479859200,17701.3700,17862.7900,16424.8100,16694.7700
2016-11-24 00:00:00,1479945600,16697.7200,16985.4700,16188.3800,16204.8600
2016-11-25 00:00:00,1480032000,16209.7000,17393.9300,16084.9800,17019.5500
2016-11-26 00:00:00,1480118400,17018.1500,18540.7600,16853.4300,18333.8300
2016-11-27 00:00:00,1480204800,18325.3600,19578.2200,18097.7300,19411.8100
2016-11-28 00:00:00,1480291200,19409.5400,19410.3100,18453.2200,18527.7500
2016-11-29 00:00:00,1480377600,18532.4100,19053.9700,18160.2700,18232.4800
2016-11-30 00:00:00,1480464000,18235.7100,20174.0900,18218.7100,19812.4300
2016-12-01 00:00:00,1480550400,19807.5600,20311.4300,19504.7700,20305.7800
2016-12-02 00:00:00,1480636800,20312.6600,20548.9500,19807.8900,20167.6000
2016-12-03 00:00:00,1480723200,20173.4400,20204.5000,19568.2200,20088.1200
2016-12-04 00:00:00,1480809600,20087.4400,21424.1200,19979.9500,21304.7400
2016-12-05 00:00:00,1480896000,21302.7200,22430.8200,21013.8600,21343.3500
2016-12-06 00:00:00,1480982400,21348.3100,21661.7600,20402.9800,20456.6800
2016-12-07 00:00:00,1481068800,20453.1800,21080.9700,20117.2500,21054.7400
2016-12-08 00:00:00,1481155200,21055.7500,22431.9900,21055.7500,21813.2200
2016-12-09 00:00:00,1481241600,21810.2400,22654.3200,21719.3800,22609.5500
2016-12-10 00:00:00,1481328000,22605.6100,22701.1200,20767.1300,21218.0600
2016-12-11 00:00:00,1481414400,21214.7600,21704.0800,20489.7300,21118.7900
2016-12-12 00:00:00,1481500800,21119.2100,21582.3400,20665.4000,21284.2700
2016-12-13 00:00:00,1481587200,21293.0700,21668.8300,20930.5000,21343.9400
2016-12-14 00:00:00,1481673600,21344.9800,21686.2800,20756.0000,21610.8900
2016-12-15 00:00:00,1481760000,21606.3800,21683.5600,20785.5700,21362.9100
2016-12-16 00:00:00,1481846400,21361.1300,22348.1600,21201.0400,21611.6100
2016-12-17 00:00:00,1481932800,21606.2900,21875.9200,21110.8200,21663.0300
2016-12-18 00:00:00,1482019200,21658.4400,21735.2500,20094.1800,20766.5200
2016-12-19 00:00:00,1482105600,20767.6600,21587.2600,20256.6500,20422.1700
2016-12-20 00:00:00,1482192000,20429.3400,20946.4800,20042.5700,20384.8400
2016-12-21 00:00:00,1482278400,20385.8100,20882.7500,19564.0800,20305.6200
2016-12-22 00:00:00,1482364800,20302.6800,20437.7600,19235.3600,20414.7200
2016-12-23 00:00:00,1482451200,20408.0400,20453.8200,19171.9200,19739.6100
2016-12-24 00:00:00,1482537600,19731.5900,20027.5300,19321.0500,19622.2600
2016-12-25 00:00:00,1482624000,19622.5900,19660.9200,18636.3800,19048.5800
2016-12-26 00:00:00,1482710400,19054.5900,19229.3100,18200.7300,18588.0900
2016-12-27 00:00:00,1482796800,18592.2100,19220.3800,18371.6500,18769.8900
2016-12-28 00:00:00,1482883200,18772.8600,19526.0000,18447.6400,19510.6700
2016-12-29 00:00:00,1482969600,19511.3100,20568.5100,19385.2700,19763.0900
2016-12-30 00:00:00,1483056000,19760.6500,20268.4400,19300.2300,19980.6000
2016-12-31 00:00:00,1483142400,19979.6900,20438.1700,19169.2800,19755.9500
2017-01-01 00:00:00,1483228800,19758.6400,21105.3700,19575.6000,20558.6900
2017-01-02 00:00:00,1483315200,20561.3300,22182.4900,20543.5800,21079.2800
2017-01-03 00:00:00,1483401600,21073.7500,21797.6900,20041.1900,20074.4200
2017-01-04 00:00:00,1483488000,20071.7600,20689.2700,19725.7000,19755.7700
2017-01-05 00:00:00,1483574400,19759.0500,20017.0600,18835.2500,19884.6700
2017-01-06 00:00:00,1483660800,19884.3900,21931.6200,19814.8000,21762.9100
2017-01-07 00:00:00,1483747200,21762.7700,22204.5800,21234.4500,22119.8500
2017-01-08 00:00:00,1483833600,22117.1800,22363.8700,21443.8400,21903.2000
2017-01-09 00:00:00,1483920000,21896.5400,21948.3400,20349.8000,20795.4200
2017-01-10 00:00:00,1484006400,20800.1500,20871.6000,19496.7300,19629.6700
2017-01-11 00:00:00,1484092800,19628.9000,20545.4100,19487.9400,20306.1900
2017-01-12 00:00:00,1484179200,20302.7100,20971.5100,20195.6000,20484.0500
2017-01-13 00:00:00,1484265600,20484.6400,20542.6700,19124.8400,19178.1300
2017-01-14 00:00:00,1484352000,19174.3200,19245.6500,17737.2600,18288.9000
2017-01-15 00:00:00,1484438400,18287.5700,18614.4800,17515.6100,17934.2500
2017-01-16 00:00:00,1484524800,17934.8600,18586.5600,17808.3800,18226.4500
2017-01-17 00:00:00,1484611200,18227.8900,18911.0400,18080.5600,18689.9000
2017-01-18 00:00:00,1484697600,18698.2000,19209.6000,18292.8800,18810.6400
2017-01-19 00:00:00,1484784000,18814.7500,19242.2200,18001.6800,18412.9900
2017-01-20 00:00:00,1484870400,18415.0300,19072.1400,17992.0400,18211.4400
2017-01-21 00:00:00,1484956800,18214.8600,18359.0100,17357.5600,18337.9200
2017-01-22 00:00:00,1485043200,18340.9200,19056.0000,18112.8200,19005.7600
2017-01-23 00:00:00,1485129600,19004.6700,19922.4900,18701.7900,19390.7200
2017-01-24 00:00:00,1485216000,19392.3200,19470.0300,18121.0400,18630.0000
2017-01-25 00:00:00,1485302400,18633.5200,19140.2000,18079.7600,18253.7000
2017-01-26 00:00:00,1485388800,18253.1100,19266.5600,17923.4400,19121.7200
2017-01-27 00:00:00,1485475200,19122.4200,19731.7400,18419.2400,19184.0300
2017-01-28 00:00:00,1485561600,19186.4900,19212.1400,18296.7700,18525.4200
2017-01-29 00:00:00,1485648000,18524.6300,18862.9000,17589.6200,18272.2200
2017-01-30 00:00:00,1485734400,18275.2900,19244.1200,17979.4900,19243.9100
2017-01-31 00:00:00,1485820800,19248.2000,19633.7400,18884.2900,19252.4200
2017-02-01 00:00:00,1485907200,19259.9000,19689.4600,18531.9100,19247.8100
2017-02-02 00:00:00,1485993600,19245.8700,19629.6200,18656.7300,18812.0900
2017-02-03 00:00:00,1486080000,18809.5800,19632.4100,18677.6900,19266.3900
2017-02-04 00:00:00,1486166400,19264.2900,19274.2200,18267.0800,18556.2600
2017-02-05 00:00:00,1486252800,18555.6900,19062.4900,18285.6300,18365.7100
2017-02-06 00:00:00,1486339200,18362.3000,19383.0200,18291.4000,19145.0500
2017-02-07 00:00:00,1486425600,19145.3400,19670.3600,18525.0900,18741.0000
2017-02-08 00:00:00,1486512000,18736.4300,18971.4200,18077.1200,18394.1200
2017-02-09 00:00:00,1486598400,18392.8900,19596.5100,18258.5000,18729.0400
2017-02-10 00:00:00,1486684800,18728.2600,19458.5100,18622.0500,19419.2900
2017-02-11 00:00:00,1486771200,19418.0200,20119.1500,18998.1600,19619.8900
2017-02-12 00:00:00,1486857600,19616.1300,20448.1700,19099.0700,20201.4400
2017-02-13 00:00:00,1486944000,20201.9200,21337.8600,20071.7100,20303.3500
2017-02-14 00:00:00,1487030400,20306.6400,21064.7400,20161.7600,20787.8400
2017-02-15 00:00:00,1487116800,20789.4600,21048.3100,19290.5900,19821.6000
2017-02-16 00:00:00,1487203200,19824.4500,20673.3200,19684.8200,20076.8200
2017-02-17 00:00:00,1487289600,20078.2700,20276.1900,19146.4800,19456.2200
2017-02-18 00:00:00,1487376000,19455.2800,20203.3900,19234.4600,20181.2600
2017-02-19 00:00:00,1487462400,20175.1700,20273.4900,19067.8900,19406.9800
2017-02-20 00:00:00,1487548800,19408.3200,20494.5000,19062.7700,20242.9600
2017-02-21 00:00:00,1487635200,20241.0100,20874.0700,19273.5600,19413.6600
2017-02-22 00:00:00,1487721600,19407.6100,21087.3200,19300.2500,20790.8200
2017-02-23 00:00:00,1487808000,20791.6800,20997.2100,19729.3400,20248.3300
2017-02-24 00:00:00,1487894400,20247.3900,20840.5700,19438.7600,19948.4900
2017-02-25 00:00:00,1487980800,19951.9600,20242.6000,19242.3100,19511.6800
2017-02-26 00:00:00,1488067200,19511.9600,19937.9300,18617.4600,19828.6300
2017-02-27 00:00:00,1488153600,19827.9400,20053.5700,19167.0900,19388.0800
2017-02-28 00:00:00,1488240000,19378.5800,19432.5300,17426.5700,18079.4500
2017-03-01 00:00:00,1488326400,18078.3000,18812.8600,17616.4000,18463.0100
2017-03-02 00:00:00,1488412800,18457.6500,18899.2900,17891.0300,18428.6300
2017-03-03 00:00:00,1488499200,18427.1800,18788.2800,17502.9600,17674.4600
2017-03-04 00:00:00,1488585600,17672.7300,18159.0500,17403.4000,17587.6900
2017-03-05 00:00:00,1488672000,17590.4600,17798.8200,16557.7400,16723.5000
2017-03-06 00:00:00,1488758400,16724.2800,17561.8600,16327.1300,17486.6900
2017-03-07 00:00:00,1488844800,17484.5500,19004.1600,17442.1400,18995.4200
2017-03-08 00:00:00,1488931200,18994.5100,19724.8900,18847.1300,19683.7700
2017-03-09 00:00:00,1489017600,19683.8200,20066.3900,18806.2900,19867.2100
2017-03-10 00:00:00,1489104000,19865.4000,20330.9100,19484.1000,20026.8700
2017-03-11 00:00:00,1489190400,20031.1900,21315.3200,19867.1500,20573.0400
2017-03-12 00:00:00,1489276800,20570.5600,21181.2100,19692.7600,19700.2200
2017-03-13 00:00:00,1489363200,19699.5200,20404.2300,19125.7900,19894.9700
2017-03-14 00:00:00,1489449600,19892.6600,21314.9900,19776.0900,21095.7100
2017-03-15 00:00:00,1489536000,21096.8600,21178.6400,20163.6100,20656.5000
2017-03-16 00:00:00,1489622400,20658.1500,21519.0700,20568.6300,20694.8000
2017-03-17 00:00:00,1489708800,20690.2800,21156.8700,19315.3900,19355.4300
2017-03-18 00:00:00,1489795200,19356.2600,19617.6300,18772.4500,18953.7900
2017-03-19 00:00:00,1489881600,18950.1900,19206.5000,18593.6600,19025.5500
2017-03-20 00:00:00,1489968000,19023.5000,20591.1400,18640.5400,20137.1400
2017-03-21 00:00:00,1490054400,20128.5200,20564.9700,18709.8600,18803.1800
2017-03-22 00:00:00,1490140800,18804.0800,19221.5000,18420.9100,18916.7800
2017-03-23 00:00:00,1490227200,18913.1400,19152.6900,18001.5300,18276.0700
2017-03-24 00:00:00,1490313600,18272.1700,18815.8300,17641.9900,18423.8000
2017-03-25 00:00:00,1490400000,18423.6600,18707.6800,18184.3500,18324.3600
2017-03-26 00:00:00,1490486400,18326.5500,20489.3500,18277.5400,20478.0300
2017-03-27 00:00:00,1490572800,20471.0900,20590.7900,19716.7800,19792.1000
2017-03-28 00:00:00,1490659200,19787.5500,19873.4400,19219.5900,19534.2100
2017-03-29 00:00:00,1490745600,19526.3200,19728.6500,17587.0900,17870.6300
2017-03-30 00:00:00,1490832000,17866.9800,19162.7600,17786.5900,18713.8400
2017-03-31 00:00:00,1490918400,18715.9600,19561.8300,18477.2000,19230.1300
2017-04-01 00:00:00,1491004800,19227.0800,19278.2800,18322.2700,18406.4200
2017-04-02 00:00:00,1491091200,18403.0200,18666.5500,17845.7100,18639.8000
2017-04-03 00:00:00,1491177600,18639.6700,19640.6300,18588.6700,18879.4900
2017-04-04 00:00:00,1491264000,18879.1200,19869.7500,18294.1600,19687.7600
2017-04-05 00:00:00,1491350400,19689.2100,19875.2600,18798.0500,19519.0700
2017-04-06 00:00:00,1491436800,19519.7500,20700.3800,19490.6900,20263.8500
2017-04-07 00:00:00,1491523200,20269.4600,20590.9700,19109.4000,19223.3500
2017-04-08 00:00:00,1491609600,19224.0800,19272.0700,17458.0900,17541.1800
2017-04-09 00:00:00,1491696000,17539.9400,18149.5000,17428.0800,17769.7800
2017-04-10 00:00:00,1491782400,17770.7100,17879.3700,17292.9900,17322.4600
2017-04-11 00:00:00,1491868800,17320.6500,17987.1900,17288.0700,17611.2500
2017-04-12 00:00:00,1491955200,17608.0000,18064.2700,17321.4000,17508.7500
2017-04-13 00:00:00,1492041600,17507.3100,18982.2700,17405.0900,18982.2700
2017-04-14 00:00:00,1492128000,18985.1100,20348.7500,18912.9800,19991.1800
2017-04-15 00:00:00,1492214400,19993.5900,21016.9900,19687.9700,19761.7000
2017-04-16 00:00:00,1492300800,19760.4300,20272.3200,19330.4900,19344.3300
2017-04-17 00:00:00,1492387200,19338.0400,19569.0000,18883.3400,19150.1800
2017-04-18 00:00:00,1492473600,19147.9900,20117.7000,18708.1700,18709.4000
2017-04-19 00:00:00,1492560000,18707.6000,19652.7500,18460.4700,19457.2100
2017-04-20 00:00:00,1492646400,19450.8300,19926.8000,19052.7300,19514.5100
2017-04-21 00:00:00,1492732800,19512.8400,19713.8800,18603.7000,19582.6100
2017-04-22 00:00:00,1492819200,19584.3500,19795.8200,18698.5900,18985.0300
2017-04-23 00:00:00,1492905600,18984.3300,19888.6000,18569.8000,19707.8300
2017-04-24 00:00:00,1492992000,19704.1100,20333.6100,19477.9100,19894.7900
2017-04-25 00:00:00,1493078400,19892.2700,20027.2900,18605.7800,19032.5900
2017-04-26 00:00:00,1493164800,19031.7600,19403.3500,17712.5600,18276.9100
2017-04-27 00:00:00,1493251200,18278.3500,18351.4800,17452.8700,17735.1900
2017-04-28 00:00:00,1493337600,17736.0300,19137.7700,17679.2100,18502.3400
2017-04-29 00:00:00,1493424000,18508.3500,19872.5100,18389.5500,19432.4800
2017-04-30 00:00:00,1493510400,19429.6900,20034.8100,19093.1400,19277.7200
2017-05-01 00:00:00,1493596800,19278.8600,20042.2800,18989.7400,19806.7200
2017-05-02 00:00:00,1493683200,19803.5300,22669.5700,19753.3500,21630.2200
2017-05-03 00:00:00,1493769600,21632.3200,21819.5200,20366.1800,20788.7900
